"ID","LON","LAT","NAME","CLASS","STATE","ANNUAL"
30670,-687.463,-110.109,"Brasiléia","Sede Municipal","ACRE",4620
30670,-687.442,-110.293,"Epitaciolândia","Sede Municipal","ACRE",4620
30970,-695.658,-109.394,"Assis Brasil","Sede Municipal","ACRE",4615
31603,-684.973,-10.652,"Xapuri","Sede Municipal","ACRE",4607
31929,-676.768,-105.749,"Capixaba","Sede Municipal","ACRE",4542
32906,-67.186,-103.257,"Plácido de Castro","Sede Municipal","ACRE",4523
33560,-677.367,-101.501,"Senador Guiomard","Sede Municipal","ACRE",4558
33567,-670.531,-100.755,"Acrelândia","Sede Municipal","ACRE",4515
33902,-678.253,-99.758,"Rio Branco","Capital Estadual","ACRE",4560
34602,-679.523,-9.834,"Bujari","Sede Municipal","ACRE",4567
35335,-675.408,-95.942,"Porto Acre","Sede Municipal","ACRE",4547
36055,-704.907,-94.469,"Santa Rosa do Purus","Sede Municipal","ACRE",4591
36796,-719.482,-91.969,"Jordão","Sede Municipal","ACRE",4640
37207,-686.718,-90.639,"Sena Madureira","Sede Municipal","ACRE",4539
37924,-728.002,-89.394,"Marechal Thaumaturgo","Sede Municipal","ACRE",4705
38341,-692.684,-88.333,"Manoel Urbano","Sede Municipal","ACRE",4555
40234,-727.542,-82.636,"Porto Walter","Sede Municipal","ACRE",4731
40642,-707.726,-81.574,"Tarauacá","Sede Municipal","ACRE",4602
40646,-703.537,-81.635,"Feijó","Sede Municipal","ACRE",4557
42573,-726.505,-77.342,"Rodrigues Alves","Sede Municipal","ACRE",4680
42962,-729.002,-7.617,"Mâncio Lima","Sede Municipal","ACRE",4703
42965,-726.761,-7.628,"Cruzeiro do Sul","Sede Municipal","ACRE",4663
32868,-364.343,-104.064,"Piaçabuçu","Sede Municipal","ALAGOAS",5441
33196,-365.822,-102.879,"Penedo","Sede Municipal","ALAGOAS",5338
33198,-363.031,-102.939,"Feliz Deserto","Sede Municipal","ALAGOAS",5439
33523,-368.379,-101.853,"Porto Real do Colégio","Sede Municipal","ALAGOAS",5434
33854,-369.019,-101.215,"São Brás","Sede Municipal","ALAGOAS",5399
33855,-368.133,-100.571,"Olho d'Água Grande","Sede Municipal","ALAGOAS",5321
33857,-366.571,-101.284,"Igreja Nova","Sede Municipal","ALAGOAS",5265
33862,-36.172,-101.281,"Coruripe","Sede Municipal","ALAGOAS",5462
34198,-370.025,-99.628,"Traipu","Sede Municipal","ALAGOAS",5463
34201,-367.929,-99.559,"Campo Grande","Sede Municipal","ALAGOAS",5252
34208,-360.145,-100.137,"Jequiá da Praia","Sede Municipal","ALAGOAS",5455
34550,-368.319,-98.845,"Girau do Ponciano","Sede Municipal","ALAGOAS",5290
34552,-36.679,-98.986,"Feira Grande","Sede Municipal","ALAGOAS",5246
34553,-365.501,-99.319,"São Sebastião","Sede Municipal","ALAGOAS",5258
34554,-364.806,-99.074,"Junqueiro","Sede Municipal","ALAGOAS",5237
34555,-36.358,-99.094,"Teotônio Vilela","Sede Municipal","ALAGOAS",5230
34909,-372.773,-98.232,"Belo Monte","Sede Municipal","ALAGOAS",5374
34914,-367.401,-98.294,"Lagoa da Canoa","Sede Municipal","ALAGOAS",5316
34915,-366.618,-97.553,"Arapiraca","Sede Municipal","ALAGOAS",5288
34918,-363.528,-97.849,"Campo Alegre","Sede Municipal","ALAGOAS",5238
34921,-360.974,-97.834,"São Miguel dos Campos","Sede Municipal","ALAGOAS",5319
34922,-35.906,-98.389,"Barra de São Miguel","Sede Municipal","ALAGOAS",5398
34922,-359.785,-98.355,"Roteiro","Sede Municipal","ALAGOAS",5398
35270,-374.407,-97.415,"Pão de Açúcar","Sede Municipal","ALAGOAS",5447
35271,-373.386,-96.725,"Palestina","Sede Municipal","ALAGOAS",5341
35273,-371.279,-96.735,"Batalha","Sede Municipal","ALAGOAS",5309
35274,-370.017,-96.593,"Jaramataia","Sede Municipal","ALAGOAS",5269
35279,-365.034,-97.407,"Limoeiro de Anadia","Sede Municipal","ALAGOAS",5290
35281,-363.081,-96.853,"Anadia","Sede Municipal","ALAGOAS",5234
35286,-35.897,-97.101,"Marechal Deodoro","Sede Municipal","ALAGOAS",5451
35287,-357.018,-96.607,"Maceió","Capital Estadual","ALAGOAS",5523
35633,-377.598,-96.089,"Piranhas","Sede Municipal","ALAGOAS",5469
35637,-373.834,-95.581,"São José da Tapera","Sede Municipal","ALAGOAS",5405
35638,-372.079,-96.359,"Jacaré dos Homens","Sede Municipal","ALAGOAS",5360
35638,-372.508,-9.604,"Monteirópolis","Sede Municipal","ALAGOAS",5360
35643,-36.77,-96.182,"Craíbas","Sede Municipal","ALAGOAS",5389
35645,-365.848,-96.339,"Coité do Nóia","Sede Municipal","ALAGOAS",5339
35646,-364.907,-95.709,"Belém","Sede Municipal","ALAGOAS",5247
35646,-364.931,-96.457,"Taquarana","Sede Municipal","ALAGOAS",5247
35647,-363.048,-9.584,"Maribondo","Sede Municipal","ALAGOAS",5233
35648,-362.128,-96.435,"Boca da Mata","Sede Municipal","ALAGOAS",5147
35651,-359.546,-96.018,"Pilar","Sede Municipal","ALAGOAS",5307
35652,-35.823,-95.695,"Satuba","Sede Municipal","ALAGOAS",5360
35652,-358.235,-96.041,"Santa Luzia do Norte","Sede Municipal","ALAGOAS",5360
35652,-357.997,-96.376,"Coqueiro Seco","Sede Municipal","ALAGOAS",5360
36003,-37.827,-95.037,"Olho d'Água do Casado","Sede Municipal","ALAGOAS",5484
36007,-374.579,-94.703,"Senador Rui Palmeira","Sede Municipal","ALAGOAS",5423
36008,-373.759,-94.837,"Carneiros","Sede Municipal","ALAGOAS",5434
36009,-372.958,-95.335,"Olho d'Água das Flores","Sede Municipal","ALAGOAS",5415
36010,-371.912,-95.181,"Olivença","Sede Municipal","ALAGOAS",5384
36012,-369.869,-95.339,"Major Isidoro","Sede Municipal","ALAGOAS",5361
36015,-366.375,-95.381,"Igaci","Sede Municipal","ALAGOAS",5364
36017,-364.334,-95.348,"Tanque d'Arca","Sede Municipal","ALAGOAS",5285
36019,-362.921,-94.743,"Pindoba","Sede Municipal","ALAGOAS",5143
36021,-360.088,-95.123,"Atalaia","Sede Municipal","ALAGOAS",5212
36023,-358.397,-94.783,"Rio Largo","Sede Municipal","ALAGOAS",5243
36026,-355.523,-94.636,"Paripueira","Sede Municipal","ALAGOAS",5546
36380,-37.999,-93.858,"Delmiro Gouveia","Sede Municipal","ALAGOAS",5467
36387,-372.483,-93.704,"Santana do Ipanema","Sede Municipal","ALAGOAS",5462
36389,-370.896,-93.874,"Dois Riachos","Sede Municipal","ALAGOAS",5415
36390,-369.914,-94.016,"Cacimbinhas","Sede Municipal","ALAGOAS",5381
36392,-36.76,-9.389,"Estrela de Alagoas","Sede Municipal","ALAGOAS",5447
36393,-366.324,-94.113,"Palmeira dos Índios","Sede Municipal","ALAGOAS",5384
36396,-363.884,-94.478,"Mar Vermelho","Sede Municipal","ALAGOAS",5234
36396,-363.759,-93.705,"Paulo Jacinto","Sede Municipal","ALAGOAS",5234
36397,-362.423,-93.719,"Viçosa","Sede Municipal","ALAGOAS",5193
36398,-361.562,-93.998,"Cajueiro","Sede Municipal","ALAGOAS",5109
36399,-360.829,-94.155,"Capela","Sede Municipal","ALAGOAS",5153
36401,-358.395,-93.943,"Messias","Sede Municipal","ALAGOAS",5219
36404,-355.104,-94.027,"Barra de Santo Antônio","Sede Municipal","ALAGOAS",5434
36757,-379.991,-92.568,"Pariconha","Sede Municipal","ALAGOAS",5524
36758,-379.383,-92.624,"Água Branca","Sede Municipal","ALAGOAS",5471
36765,-372.848,-93.049,"Poço das Trincheiras","Sede Municipal","ALAGOAS",5455
36769,-36.866,-93.078,"Minador do Negrão","Sede Municipal","ALAGOAS",5405
36773,-364.695,-93.204,"Quebrangulo","Sede Municipal","ALAGOAS",5273
36775,-362.986,-9.256,"Chã Preta","Sede Municipal","ALAGOAS",5174
36778,-359.431,-93.073,"Murici","Sede Municipal","ALAGOAS",5188
36780,-357.142,-92.732,"Flexeiras","Sede Municipal","ALAGOAS",5113
36782,-355.608,-93.186,"São Luís do Quitunde","Sede Municipal","ALAGOAS",5330
36784,-353.765,-92.654,"São Miguel dos Milagres","Sede Municipal","ALAGOAS",5595
37138,-377.512,-92.264,"Inhapi","Sede Municipal","ALAGOAS",5525
37142,-373.559,-91.593,"Ouro Branco","Sede Municipal","ALAGOAS",5487
37142,-373.527,-92.309,"Maravilha","Sede Municipal","ALAGOAS",5487
37153,-362.209,-91.705,"Santana do Mundaú","Sede Municipal","ALAGOAS",5130
37155,-360.226,-91.596,"União dos Palmares","Sede Municipal","ALAGOAS",5171
37155,-360.164,-92.339,"Branquinha","Sede Municipal","ALAGOAS",5171
37160,-355.246,-91.548,"Matriz de Camaragibe","Sede Municipal","ALAGOAS",5221
37161,-354.882,-92.396,"Passo de Camaragibe","Sede Municipal","ALAGOAS",5284
37162,-353.052,-91.605,"Porto de Pedras","Sede Municipal","ALAGOAS",5418
37516,-377.312,-91.192,"Mata Grande","Sede Municipal","ALAGOAS",5617
37517,-376.028,-91.164,"Canapi","Sede Municipal","ALAGOAS",5531
37536,-357.477,-91.332,"Joaquim Gomes","Sede Municipal","ALAGOAS",4983
37540,-353.989,-90.524,"Porto Calvo","Sede Municipal","ALAGOAS",5350
37541,-352.637,-90.879,"Japaratinga","Sede Municipal","ALAGOAS",5518
37912,-360.518,-90.132,"São José da Laje","Sede Municipal","ALAGOAS",5080
37913,-359.376,-89.787,"Ibateguara","Sede Municipal","ALAGOAS",5153
37920,-35.227,-90.079,"Maragogi","Sede Municipal","ALAGOAS",5352
38295,-357.217,-89.185,"Colônia Leopoldina","Sede Municipal","ALAGOAS",5008
38296,-356.643,-89.423,"Novo Lino","Sede Municipal","ALAGOAS",5082
38297,-355.538,-89.415,"Jundiá","Sede Municipal","ALAGOAS",5147
38678,-355.688,-88.477,"Campestre","Sede Municipal","ALAGOAS",5155
38679,-354.594,-88.399,"Jacuípe","Sede Municipal","ALAGOAS",5185
65129,-524.255,-0.9296,"Vitória do Jari","Sede Municipal","AMAPÁ",4667
65366,-525.227,-0.8379,"Laranjal do Jari","Sede Municipal","AMAPÁ",4658
66931,-512.895,-0.1137,"Mazagão","Sede Municipal","AMAPÁ",4845
67143,-511.733,-0.0458,"Santana","Sede Municipal","AMAPÁ",4832
67144,-510.702,0.0342,"Macapá","Capital Estadual","AMAPÁ",4944
68381,-506.991,0.6056,"Itaubal","Sede Municipal","AMAPÁ",4735
68572,-514.041,0.708,"Porto Grande","Sede Municipal","AMAPÁ",4548
68759,-519.507,0.7771,"Pedra Branca do Amapari","Sede Municipal","AMAPÁ",4558
68946,-52.004,0.901,"Serra do Navio","Sede Municipal","AMAPÁ",4575
68955,-511.799,0.8569,"Ferreira Gomes","Sede Municipal","AMAPÁ",4688
69144,-50.798,0.969,"Cutias","Sede Municipal","AMAPÁ",4719
70034,-509.091,15.062,"Tartarugalzinho","Sede Municipal","AMAPÁ",4595
70357,-507.839,17.448,"Pracuúba","Sede Municipal","AMAPÁ",4647
70847,-50.796,20.523,"Amapá","Sede Municipal","AMAPÁ",4792
71184,-509.505,24.947,"Calçoene","Sede Municipal","AMAPÁ",4773
71943,-518.335,38.404,"Oiapoque","Sede Municipal","AMAPÁ",4705
38744,-673.924,-87.427,"Boca do Acre","Sede Municipal","AMAZONAS",4517
42630,-669.925,-77.135,"Pauini","Sede Municipal","AMAZONAS",4465
43358,-725.912,-75.384,"Guajará","Sede Municipal","AMAZONAS",4663
43453,-630.332,-75.121,"Humaitá","Sede Municipal","AMAZONAS",4498
43776,-700.234,-74.322,"Envira","Sede Municipal","AMAZONAS",4541
44222,-647.952,-72.645,"Lábrea","Sede Municipal","AMAZONAS",4434
44662,-598.852,-71.984,"Apuí","Sede Municipal","AMAZONAS",4433
44936,-716.895,-7.051,"Ipixuna","Sede Municipal","AMAZONAS",4605
46514,-698.666,-66.572,"Eirunepé","Sede Municipal","AMAZONAS",4530
47339,-643.957,-65.262,"Canutama","Sede Municipal","AMAZONAS",4451
47683,-682.605,-6.425,"Itamarati","Sede Municipal","AMAZONAS",4463
50047,-612.899,-5.805,"Manicoré","Sede Municipal","AMAZONAS",4416
50787,-631.813,-56.212,"Tapauá","Sede Municipal","AMAZONAS",4410
52701,-603.736,-51.263,"Novo Aripuanã","Sede Municipal","AMAZONAS",4462
53368,-669.095,-48.823,"Carauari","Sede Municipal","AMAZONAS",4432
55078,-701.911,-43.678,"Atalaia do Norte","Sede Municipal","AMAZONAS",4512
55079,-700.346,-43.781,"Benjamin Constant","Sede Municipal","AMAZONAS",4537
55184,-595.878,-43.919,"Borba","Sede Municipal","AMAZONAS",4412
55743,-699.388,-4.242,"Tabatinga","Sede Municipal","AMAZONAS",4501
56136,-631.445,-40.945,"Coari","Sede Municipal","AMAZONAS",4513
56791,-613.621,-38.991,"Beruri","Sede Municipal","AMAZONAS",4362
56814,-590.945,-39.008,"Nova Olinda do Norte","Sede Municipal","AMAZONAS",4385
57101,-620.592,-3.837,"Codajás","Sede Municipal","AMAZONAS",4364
57118,-603.695,-37.684,"Careiro","Sede Municipal","AMAZONAS",4324
57421,-616.579,-37.464,"Anori","Sede Municipal","AMAZONAS",4463
57739,-613.968,-35.674,"Anamã","Sede Municipal","AMAZONAS",4528
57761,-59.126,-35.861,"Autazes","Sede Municipal","AMAZONAS",4433
57976,-68.951,-34.619,"São Paulo de Olivença","Sede Municipal","AMAZONAS",4519
58005,-660.723,-34.848,"Juruá","Sede Municipal","AMAZONAS",4366
58293,-681.995,-33.632,"Amaturá","Sede Municipal","AMAZONAS",4527
58328,-647.198,-33.686,"Tefé","Sede Municipal","AMAZONAS",4539
58371,-604.617,-34.412,"Manaquiri","Sede Municipal","AMAZONAS",4494
58398,-577.072,-33.933,"Maués","Sede Municipal","AMAZONAS",4466
58672,-61.221,-33.158,"Caapiranga","Sede Municipal","AMAZONAS",4378
58678,-60.622,-3.291,"Manacapuru","Sede Municipal","AMAZONAS",4464
58683,-601.904,-32.752,"Iranduba","Sede Municipal","AMAZONAS",4517
58943,-648.011,-32.277,"Alvarães","Sede Municipal","AMAZONAS",4553
58993,-598.269,-31.973,"Careiro da Várzea","Sede Municipal","AMAZONAS",4528
59218,-679.461,-31.032,"Santo Antônio do Içá","Sede Municipal","AMAZONAS",4524
59297,-600.221,-31.194,"Manaus","Capital Estadual","AMAZONAS",4323
59313,-584.453,-3.139,"Itacoatiara","Sede Municipal","AMAZONAS",4538
59316,-581.501,-31.288,"Urucurituba","Sede Municipal","AMAZONAS",4435
59550,-651.138,-29.965,"Uarini","Sede Municipal","AMAZONAS",4572
59626,-575.878,-29.745,"Boa Vista do Ramos","Sede Municipal","AMAZONAS",4375
59826,-677.924,-28.662,"Tonantins","Sede Municipal","AMAZONAS",4533
60221,-582.146,-28.366,"Silves","Sede Municipal","AMAZONAS",4452
60233,-570.683,-27.992,"Barreirinha","Sede Municipal","AMAZONAS",4572
60425,-667.696,-2.749,"Jutaí","Sede Municipal","AMAZONAS",4495
60496,-596.862,-27.049,"Rio Preto da Eva","Sede Municipal","AMAZONAS",4330
60512,-580.297,-27.412,"Itapiranga","Sede Municipal","AMAZONAS",4536
60762,-609.438,-26.368,"Novo Airão","Sede Municipal","AMAZONAS",4536
60793,-578.735,-25.595,"São Sebastião do Uatumã","Sede Municipal","AMAZONAS",4566
60804,-567.295,-26.378,"Parintins","Sede Municipal","AMAZONAS",4618
60982,-660.947,-25.238,"Fonte Boa","Sede Municipal","AMAZONAS",4580
61065,-577.542,-25.297,"Urucará","Sede Municipal","AMAZONAS",4517
61870,-567.116,-22.083,"Nhamundá","Sede Municipal","AMAZONAS",4650
62343,-600.238,-20.302,"Presidente Figueiredo","Sede Municipal","AMAZONAS",4372
62526,-669.957,-18.803,"Japurá","Sede Municipal","AMAZONAS",4557
62540,-655.735,-18.535,"Maraã","Sede Municipal","AMAZONAS",4590
64786,-629.315,-0.9837,"Barcelos","Sede Municipal","AMAZONAS",4613
66141,-650.097,-0.4112,"Santa Isabel do Rio Negro","Sede Municipal","AMAZONAS",4604
66773,-670.845,-0.1195,"São Gabriel da Cachoeira","Sede Municipal","AMAZONAS",4664
14780,-395.568,-180.759,"Mucuri","Sede Municipal","BAHIA",5135
15151,-393.747,-178.931,"Nova Viçosa","Sede Municipal","BAHIA",5066
15522,-401.132,-176.836,"Ibirapuã","Sede Municipal","BAHIA",4922
15531,-39.26,-177.273,"Caravelas","Sede Municipal","BAHIA",5042
15709,-403.386,-176.061,"Lajedão","Sede Municipal","BAHIA",4933
15907,-397.403,-175.404,"Teixeira de Freitas","Sede Municipal","BAHIA",4892
15912,-392.039,-175.199,"Alcobaça","Sede Municipal","BAHIA",5111
16096,-402.241,-173.711,"Medeiros Neto","Sede Municipal","BAHIA",4959
16300,-392.231,-173.368,"Prado","Sede Municipal","BAHIA",5127
16483,-403.325,-171.647,"Itanhém","Sede Municipal","BAHIA",4982
16486,-400.977,-172.187,"Vereda","Sede Municipal","BAHIA",4981
16879,-395.389,-170.383,"Itamaraju","Sede Municipal","BAHIA",4863
17262,-401.593,-168.433,"Jucuruçu","Sede Municipal","BAHIA",4899
17656,-39.785,-165.837,"Guaratinga","Sede Municipal","BAHIA",4862
17658,-395.597,-165.737,"Itabela","Sede Municipal","BAHIA",4850
18046,-395.825,-16.372,"Eunápolis","Sede Municipal","BAHIA",4846
18051,-390.646,-164.439,"Porto Seguro","Sede Municipal","BAHIA",5127
18264,-390.228,-162.821,"Santa Cruz Cabrália","Sede Municipal","BAHIA",5078
18684,-396.136,-160.824,"Itagimirim","Sede Municipal","BAHIA",4878
18898,-395.319,-159.706,"Itapebi","Sede Municipal","BAHIA",4863
19119,-388.761,-158.613,"Belmonte","Sede Municipal","BAHIA",5276
19537,-400.653,-156.533,"Itarantim","Sede Municipal","BAHIA",4934
19548,-38.954,-156.727,"Canavieiras","Sede Municipal","BAHIA",5199
19747,-404.212,-15.565,"Macarani","Sede Municipal","BAHIA",4897
19749,-402.591,-156.244,"Maiquinique","Sede Municipal","BAHIA",4851
19753,-398.743,-155.932,"Potiraguá","Sede Municipal","BAHIA",4859
19758,-393.021,-155.648,"Mascote","Sede Municipal","BAHIA",4854
19953,-412.381,-155.064,"Cândido Sales","Sede Municipal","BAHIA",5055
19956,-409.076,-155.325,"Encruzilhada","Sede Municipal","BAHIA",4986
19958,-407.445,-154.512,"Ribeirão do Largo","Sede Municipal","BAHIA",4929
19969,-396.434,-154.599,"Pau Brasil","Sede Municipal","BAHIA",4880
20186,-394.923,-154.146,"Camacan","Sede Municipal","BAHIA",4787
20187,-39.329,-154.346,"Santa Luzia","Sede Municipal","BAHIA",4762
20402,-394.193,-152.656,"Arataca","Sede Municipal","BAHIA",4694
20406,-39.075,-152.937,"Una","Sede Municipal","BAHIA",5044
20607,-406.328,-152.449,"Itambé","Sede Municipal","BAHIA",4946
20611,-402.486,-15.248,"Itapetinga","Sede Municipal","BAHIA",4899
20619,-394.941,-15.188,"Jussari","Sede Municipal","BAHIA",4723
20830,-400.679,-151.146,"Itororó","Sede Municipal","BAHIA",4863
20833,-397.238,-151.381,"Itaju do Colônia","Sede Municipal","BAHIA",4865
20837,-393.411,-150.784,"São José da Vitória","Sede Municipal","BAHIA",4712
21021,-423.697,-150.226,"Mortugaba","Sede Municipal","BAHIA",5336
21025,-419.318,-150.392,"Cordeiros","Sede Municipal","BAHIA",5317
21030,-41.409,-149.769,"Tremedal","Sede Municipal","BAHIA",5250
21032,-412.655,-150.338,"Belo Campo","Sede Municipal","BAHIA",5230
21040,-404.092,-149.782,"Caatiba","Sede Municipal","BAHIA",4902
21045,-399.238,-149.875,"Firmino Alves","Sede Municipal","BAHIA",4818
21046,-398.118,-149.644,"Santa Cruz da Vitória","Sede Municipal","BAHIA",4834
21051,-393.027,-149.561,"Buerarema","Sede Municipal","BAHIA",4822
21239,-419.722,-149.027,"Condeúba","Sede Municipal","BAHIA",5349
21241,-417.172,-149.448,"Piripá","Sede Municipal","BAHIA",5324
21250,-408.445,-148.619,"Vitória da Conquista","Sede Municipal","BAHIA",5081
21253,-405.794,-148.659,"Barra do Choça","Sede Municipal","BAHIA",4954
21262,-396.564,-148.586,"Floresta Azul","Sede Municipal","BAHIA",4870
21263,-395.918,-148.583,"Ibicaraí","Sede Municipal","BAHIA",4857
21264,-394.244,-148.919,"Itapé","Sede Municipal","BAHIA",4864
21445,-426.576,-147.691,"Urandi","Sede Municipal","BAHIA",5793
21447,-42.432,-148.431,"Jacaraci","Sede Municipal","BAHIA",5365
21470,-401.443,-14.795,"Nova Canaã","Sede Municipal","BAHIA",4888
21471,-400.898,-147.532,"Iguaí","Sede Municipal","BAHIA",4855
21472,-399.882,-148.454,"Ibicuí","Sede Municipal","BAHIA",4834
21477,-394.764,-147.952,"Barro Preto","Sede Municipal","BAHIA",4756
21479,-392.784,-14.788,"Itabuna","Sede Municipal","BAHIA",4900
21481,-390.463,-147.935,"Ilhéus","Sede Municipal","BAHIA",5181
21659,-425.053,-14.682,"Licínio de Almeida","Sede Municipal","BAHIA",5589
21668,-416.801,-146.889,"Presidente Jânio Quadros","Sede Municipal","BAHIA",5309
21670,-414.918,-146.628,"Maetinga","Sede Municipal","BAHIA",5299
21672,-412.557,-147.255,"Caraíbas","Sede Municipal","BAHIA",5339
21680,-404.746,-14.668,"Planalto","Sede Municipal","BAHIA",4933
21688,-396.418,-147.093,"Almadina","Sede Municipal","BAHIA",4694
21691,-393.739,-146.765,"Itajuípe","Sede Municipal","BAHIA",4815
21869,-429.438,-145.715,"Sebastião Laranjeiras","Sede Municipal","BAHIA",5809
21887,-41.139,-146.143,"Anagé","Sede Municipal","BAHIA",5304
21903,-395.559,-146.375,"Coaraci","Sede Municipal","BAHIA",4730
21906,-392.851,-145.911,"Uruçuca","Sede Municipal","BAHIA",4870
22086,-426.863,-144.926,"Pindaí","Sede Municipal","BAHIA",5837
22090,-422.232,-145.007,"Caculé","Sede Municipal","BAHIA",5433
22093,-419.384,-145.471,"Guajeru","Sede Municipal","BAHIA",5424
22109,-403.637,-145.238,"Poções","Sede Municipal","BAHIA",4959
22292,-435.511,-144.107,"Iuiú","Sede Municipal","BAHIA",5779
22299,-42.871,-144.138,"Candiba","Sede Municipal","BAHIA",5804
22307,-420.748,-144.095,"Rio do Antônio","Sede Municipal","BAHIA",5471
22309,-418.846,-143.851,"Malhada de Pedras","Sede Municipal","BAHIA",5455
22313,-414.651,-144.284,"Aracatu","Sede Municipal","BAHIA",5390
22322,-405.049,-14.374,"Bom Jesus da Serra","Sede Municipal","BAHIA",5017
22325,-402.061,-143.642,"Boa Nova","Sede Municipal","BAHIA",4999
22328,-399.042,-144.296,"Dário Meira","Sede Municipal","BAHIA",4835
22332,-395.638,-14.423,"Itapitanga","Sede Municipal","BAHIA",4839
22505,-437.727,-14.299,"Carinhanha","Sede Municipal","BAHIA",5864
22505,-43.773,-143.389,"Malhada","Sede Municipal","BAHIA",5864
22511,-431.612,-14.268,"Palmas de Monte Alto","Sede Municipal","BAHIA",5823
22520,-422.574,-142.716,"Ibiassucê","Sede Municipal","BAHIA",5499
22533,-40.91,-143.389,"Caetanos","Sede Municipal","BAHIA",5236
22544,-398.439,-142.838,"Itagibá","Sede Municipal","BAHIA",4860
22548,-394.654,-143.245,"Gongogi","Sede Municipal","BAHIA",4881
22549,-393.227,-142.998,"Ubaitaba","Sede Municipal","BAHIA",4868
22549,-393.227,-143.181,"Aurelino Leal","Sede Municipal","BAHIA",4868
22553,-389.962,-142.789,"Itacaré","Sede Municipal","BAHIA",5290
22713,-445.356,-141.818,"Cocos","Sede Municipal","BAHIA",5870
22716,-442.795,-142.102,"Feira da Mata","Sede Municipal","BAHIA",5843
22731,-427.803,-142.235,"Guanambi","Sede Municipal","BAHIA",5849
22742,-416.699,-142.026,"Brumado","Sede Municipal","BAHIA",5448
22751,-407.731,-142.405,"Mirante","Sede Municipal","BAHIA",5149
22758,-400.038,-141.639,"Itagi","Sede Municipal","BAHIA",4888
22762,-396.002,-142.097,"Barra do Rocha","Sede Municipal","BAHIA",4901
22763,-395.181,-142.157,"Ubatã","Sede Municipal","BAHIA",4870
22765,-393.727,-141.621,"Ibirapitanga","Sede Municipal","BAHIA",4823
22950,-424.865,-140.689,"Caetité","Sede Municipal","BAHIA",5601
22972,-402.402,-141.481,"Manoel Vitorino","Sede Municipal","BAHIA",4950
22976,-39.894,-141.274,"Aiquara","Sede Municipal","BAHIA",4919
22977,-397.373,-141.333,"Ipiaú","Sede Municipal","BAHIA",4885
22978,-396.407,-140.648,"Ibirataia","Sede Municipal","BAHIA",4848
22984,-39.014,-14.104,"Maraú","Sede Municipal","BAHIA",5011
23169,-421.414,-14.034,"Lagoa Real","Sede Municipal","BAHIA",5561
23178,-412.476,-140.201,"Tanhaçu","Sede Municipal","BAHIA",5355
23192,-398.897,-140.167,"Jitaúna","Sede Municipal","BAHIA",4876
23378,-428.443,-139.114,"Matina","Sede Municipal","BAHIA",5836
23406,-40.088,-138.513,"Jequié","Sede Municipal","BAHIA",4979
23409,-397.447,-138.559,"Apuarema","Sede Municipal","BAHIA",4765
23415,-391.074,-139.402,"Camamu","Sede Municipal","BAHIA",4890
23579,-444.569,-138.281,"Coribe","Sede Municipal","BAHIA",5810
23596,-427.182,-13.77,"Igaporã","Sede Municipal","BAHIA",5816
23606,-417.707,-137.616,"Dom Basílio","Sede Municipal","BAHIA",5610
23610,-413.006,-138.111,"Ituaçu","Sede Municipal","BAHIA",5284
23613,-41.043,-137.628,"Contendas do Sincorá","Sede Municipal","BAHIA",5201
23627,-396.256,-13.811,"Nova Ibiá","Sede Municipal","BAHIA",4815
23627,-396.833,-137.786,"Itamari","Sede Municipal","BAHIA",4815
23630,-393.772,-137.604,"Piraí do Norte","Sede Municipal","BAHIA",4811
23632,-391.416,-138.214,"Igrapiúna","Sede Municipal","BAHIA",4925
23841,-402.124,-13.656,"Lafaiete Coutinho","Sede Municipal","BAHIA",4914
23849,-394.785,-136.869,"Wenceslau Guimarães","Sede Municipal","BAHIA",4844
23849,-394.899,-137.471,"Gandu","Sede Municipal","BAHIA",4844
23852,-391.487,-13.725,"Ituberá","Sede Municipal","BAHIA",4914
24022,-44.476,-136.116,"Jaborandi","Sede Municipal","BAHIA",5804
24037,-429.364,-13.613,"Riacho de Santana","Sede Municipal","BAHIA",5816
24048,-418.107,-135.796,"Rio de Contas","Sede Municipal","BAHIA",5492
24048,-418.395,-136.393,"Livramento de Nossa Senhora","Sede Municipal","BAHIA",5492
24053,-413.306,-136.273,"Barra da Estiva","Sede Municipal","BAHIA",5241
24072,-394.888,-135.924,"Teolândia","Sede Municipal","BAHIA",4849
24075,-391.059,-136.008,"Nilo Peçanha","Sede Municipal","BAHIA",4910
24262,-435.773,-135.421,"Serra do Ramalho","Sede Municipal","BAHIA",5891
24273,-424.908,-135.476,"Tanque Novo","Sede Municipal","BAHIA",5832
24282,-415.916,-13.516,"Jussiape","Sede Municipal","BAHIA",5419
24295,-402.208,-134.667,"Lajedo do Tabocal","Sede Municipal","BAHIA",4920
24296,-401.513,-135.343,"Itiruçu","Sede Municipal","BAHIA",4862
24298,-399.643,-135.253,"Jaguaquara","Sede Municipal","BAHIA",4888
24303,-394.229,-134.536,"Presidente Tancredo Neves","Sede Municipal","BAHIA",4794
24306,-391.005,-135.392,"Taperoá","Sede Municipal","BAHIA",4931
24307,-390.468,-134.908,"Cairu","Sede Municipal","BAHIA",5050
24488,-442.014,-133.863,"Santa Maria da Vitória","Sede Municipal","BAHIA",5861
24489,-441.942,-134.055,"São Félix do Coribe","Sede Municipal","BAHIA",5861
24505,-425.245,-133.796,"Botuporã","Sede Municipal","BAHIA",5826
